id,time,changetime,reporter,summary,status,owner,type,component
4598,2007-06-17 06:03:01,2007-06-17 06:21:52,anonymous,"证券,股票,基金,债券,期货,投资“涨停俱乐部”群推荐股票优秀战绩：华闻传媒(000793) 2006-12-15日推荐股票连续25个交易日获利：87.09% 有研硅股(600206) 2006-12-25日推荐股票连续17个交易日获利：67.89% 辽宁成大(600739) 2006-12-25日推荐股票连续21个交易日获利：71.77% S南航(600029) 2006-12-29日推荐股票连续12个交易日获利：55.23% 福建水泥(600802) 2006-12-29日推荐股票连续23个交易日获利：109.86% 长安汽车(000625) 2007-01-05日推荐股票连续30个交易日获利：85% 科达机电(600499) 2007-01-05日推荐股票连续31个交易日获利：109% 羚锐股份(600285) 2007-01-08日推荐股票连续30个交易日获利：61% 经纬纺机(000666) 2007-01-15日推荐股票连续25个交易日获利：92% 电广传媒(000917) 2007-01-18日推荐股票连续22个交易日获利：83% 宏源证券(000562) 2007-02-08日推荐股票连续6个交易日获利：32% 天 津 港(600717) 2007-02-08日推荐股票连续5个交易日获利：25% 金山股份(600396) 2007-02-06日推荐股票连续8个交易日获利：41% 中金黄金(600489) 2007-02-09日推荐股票连续5个交易日获利：37% 合肥三洋(600983) 2007-02-12日推荐股票连续5个交易日获利：25% 金果实业(000722) 2007-04-20日推荐股票连续21个交易日获利：62.4% 杉杉股份(600884) 2007-04-20日推荐股票连续21个交易日获利：63.54% 东风科技(600081) 2007-04-20日推荐股票连续21个交易日获利：49.24% 皖维高新(600063) 2007-04-20日推荐股票连续21个交易日获利：42.55% 重庆路桥(600063) 2007-04-20日推荐股票连续21个交易日获利：52.46% 深振业 A(000006) 2007-04-25日推荐股票连续16个交易日获利：48.12% 杭萧钢构(600477) 2007-05-08日推荐股票连续12个交易日获利：151.9% 群号码： *以下股票群发布信息相同，只需加一个即可。 *以下群为普通群，每个交易日9：25在""群空间""发布重点推荐，在""群空间论坛""内查看，群空间打不开请及时下载安装2007最新版QQ软件。 机构热点 39670159 短线王牌 33927518 短线投资 39670959 短线是金 21842240 财源滚滚 39662286 私募基金 39662507 黑马论坛 39662617 机构内参 39015595 财富天空 37764405 黄金满城 19119070 长阳时代 37769030 K 线狂飙 15810715 波段之王 36215920 短线高手 36215051 红旗在线 33539105 妙手回春 36216760 总群主QQ号码：357536139 长江 欢迎加群！！！证券,股票,基金,债券,期货,投资,证券,股票,股票查询,基金查询, 证券,股票,基金,债券,期货,投资,证券,股票,证券,股票,证券,股票证券,股票,基金,理财,黄金,港股,期货, 股票,基金,理财,黄金,港股,期货,证券,股票,基金,债券,期货,投资.★★★★★ 想月赚40%就请加本群！！实力铸就成功！！！总群主QQ号码：357536139 长江 欢迎加群！！！总群主博客：http://blog.sina.com.cn/changjiangzixun",closed,jacob,,Uncategorized
4599,2007-06-17 06:03:40,2007-06-17 06:23:11,anonymous,"证券,股票,基金,债券,期货,投资“涨停俱乐部”群推荐股票优秀战绩：华闻传媒(000793) 2006-12-15日推荐股票连续25个交易日获利：87.09% 有研硅股(600206) 2006-12-25日推荐股票连续17个交易日获利：67.89% 辽宁成大(600739) 2006-12-25日推荐股票连续21个交易日获利：71.77% S南航(600029) 2006-12-29日推荐股票连续12个交易日获利：55.23% 福建水泥(600802) 2006-12-29日推荐股票连续23个交易日获利：109.86% 长安汽车(000625) 2007-01-05日推荐股票连续30个交易日获利：85% 科达机电(600499) 2007-01-05日推荐股票连续31个交易日获利：109% 羚锐股份(600285) 2007-01-08日推荐股票连续30个交易日获利：61% 经纬纺机(000666) 2007-01-15日推荐股票连续25个交易日获利：92% 电广传媒(000917) 2007-01-18日推荐股票连续22个交易日获利：83% 宏源证券(000562) 2007-02-08日推荐股票连续6个交易日获利：32% 天 津 港(600717) 2007-02-08日推荐股票连续5个交易日获利：25% 金山股份(600396) 2007-02-06日推荐股票连续8个交易日获利：41% 中金黄金(600489) 2007-02-09日推荐股票连续5个交易日获利：37% 合肥三洋(600983) 2007-02-12日推荐股票连续5个交易日获利：25% 金果实业(000722) 2007-04-20日推荐股票连续21个交易日获利：62.4% 杉杉股份(600884) 2007-04-20日推荐股票连续21个交易日获利：63.54% 东风科技(600081) 2007-04-20日推荐股票连续21个交易日获利：49.24% 皖维高新(600063) 2007-04-20日推荐股票连续21个交易日获利：42.55% 重庆路桥(600063) 2007-04-20日推荐股票连续21个交易日获利：52.46% 深振业 A(000006) 2007-04-25日推荐股票连续16个交易日获利：48.12% 杭萧钢构(600477) 2007-05-08日推荐股票连续12个交易日获利：151.9% 群号码： *以下股票群发布信息相同，只需加一个即可。 *以下群为普通群，每个交易日9：25在""群空间""发布重点推荐，在""群空间论坛""内查看，群空间打不开请及时下载安装2007最新版QQ软件。 机构热点 39670159 短线王牌 33927518 短线投资 39670959 短线是金 21842240 财源滚滚 39662286 私募基金 39662507 黑马论坛 39662617 机构内参 39015595 财富天空 37764405 黄金满城 19119070 长阳时代 37769030 K 线狂飙 15810715 波段之王 36215920 短线高手 36215051 红旗在线 33539105 妙手回春 36216760 总群主QQ号码：357536139 长江 欢迎加群！！！证券,股票,基金,债券,期货,投资,证券,股票,股票查询,基金查询, 证券,股票,基金,债券,期货,投资,证券,股票,证券,股票,证券,股票证券,股票,基金,理财,黄金,港股,期货, 股票,基金,理财,黄金,港股,期货,证券,股票,基金,债券,期货,投资.★★★★★ 想月赚40%就请加本群！！实力铸就成功！！！总群主QQ号码：357536139 长江 欢迎加群！！！总群主博客：http://blog.sina.com.cn/changjiangzixun",closed,jacob,,Uncategorized
4600,2007-06-17 06:04:11,2007-06-17 06:23:30,anonymous,"证券,股票,基金,债券,期货,投资“涨停俱乐部”群推荐股票优秀战绩：华闻传媒(000793) 2006-12-15日推荐股票连续25个交易日获利：87.09% 有研硅股(600206) 2006-12-25日推荐股票连续17个交易日获利：67.89% 辽宁成大(600739) 2006-12-25日推荐股票连续21个交易日获利：71.77% S南航(600029) 2006-12-29日推荐股票连续12个交易日获利：55.23% 福建水泥(600802) 2006-12-29日推荐股票连续23个交易日获利：109.86% 长安汽车(000625) 2007-01-05日推荐股票连续30个交易日获利：85% 科达机电(600499) 2007-01-05日推荐股票连续31个交易日获利：109% 羚锐股份(600285) 2007-01-08日推荐股票连续30个交易日获利：61% 经纬纺机(000666) 2007-01-15日推荐股票连续25个交易日获利：92% 电广传媒(000917) 2007-01-18日推荐股票连续22个交易日获利：83% 宏源证券(000562) 2007-02-08日推荐股票连续6个交易日获利：32% 天 津 港(600717) 2007-02-08日推荐股票连续5个交易日获利：25% 金山股份(600396) 2007-02-06日推荐股票连续8个交易日获利：41% 中金黄金(600489) 2007-02-09日推荐股票连续5个交易日获利：37% 合肥三洋(600983) 2007-02-12日推荐股票连续5个交易日获利：25% 金果实业(000722) 2007-04-20日推荐股票连续21个交易日获利：62.4% 杉杉股份(600884) 2007-04-20日推荐股票连续21个交易日获利：63.54% 东风科技(600081) 2007-04-20日推荐股票连续21个交易日获利：49.24% 皖维高新(600063) 2007-04-20日推荐股票连续21个交易日获利：42.55% 重庆路桥(600063) 2007-04-20日推荐股票连续21个交易日获利：52.46% 深振业 A(000006) 2007-04-25日推荐股票连续16个交易日获利：48.12% 杭萧钢构(600477) 2007-05-08日推荐股票连续12个交易日获利：151.9% 群号码： *以下股票群发布信息相同，只需加一个即可。 *以下群为普通群，每个交易日9：25在""群空间""发布重点推荐，在""群空间论坛""内查看，群空间打不开请及时下载安装2007最新版QQ软件。 机构热点 39670159 短线王牌 33927518 短线投资 39670959 短线是金 21842240 财源滚滚 39662286 私募基金 39662507 黑马论坛 39662617 机构内参 39015595 财富天空 37764405 黄金满城 19119070 长阳时代 37769030 K 线狂飙 15810715 波段之王 36215920 短线高手 36215051 红旗在线 33539105 妙手回春 36216760 总群主QQ号码：357536139 长江 欢迎加群！！！证券,股票,基金,债券,期货,投资,证券,股票,股票查询,基金查询, 证券,股票,基金,债券,期货,投资,证券,股票,证券,股票,证券,股票证券,股票,基金,理财,黄金,港股,期货, 股票,基金,理财,黄金,港股,期货,证券,股票,基金,债券,期货,投资.★★★★★ 想月赚40%就请加本群！！实力铸就成功！！！总群主QQ号码：357536139 长江 欢迎加群！！！总群主博客：http://blog.sina.com.cn/changjiangzixun",closed,jacob,,Uncategorized
4601,2007-06-17 06:05:42,2007-06-17 06:24:52,anonymous,"证券,股票,基金,债券,期货,投资“涨停俱乐部”群推荐股票优秀战绩：华闻传媒(000793) 2006-12-15日推荐股票连续25个交易日获利：87.09% 有研硅股(600206) 2006-12-25日推荐股票连续17个交易日获利：67.89% 辽宁成大(600739) 2006-12-25日推荐股票连续21个交易日获利：71.77% S南航(600029) 2006-12-29日推荐股票连续12个交易日获利：55.23% 福建水泥(600802) 2006-12-29日推荐股票连续23个交易日获利：109.86% 长安汽车(000625) 2007-01-05日推荐股票连续30个交易日获利：85% 科达机电(600499) 2007-01-05日推荐股票连续31个交易日获利：109% 羚锐股份(600285) 2007-01-08日推荐股票连续30个交易日获利：61% 经纬纺机(000666) 2007-01-15日推荐股票连续25个交易日获利：92% 电广传媒(000917) 2007-01-18日推荐股票连续22个交易日获利：83% 宏源证券(000562) 2007-02-08日推荐股票连续6个交易日获利：32% 天 津 港(600717) 2007-02-08日推荐股票连续5个交易日获利：25% 金山股份(600396) 2007-02-06日推荐股票连续8个交易日获利：41% 中金黄金(600489) 2007-02-09日推荐股票连续5个交易日获利：37% 合肥三洋(600983) 2007-02-12日推荐股票连续5个交易日获利：25% 金果实业(000722) 2007-04-20日推荐股票连续21个交易日获利：62.4% 杉杉股份(600884) 2007-04-20日推荐股票连续21个交易日获利：63.54% 东风科技(600081) 2007-04-20日推荐股票连续21个交易日获利：49.24% 皖维高新(600063) 2007-04-20日推荐股票连续21个交易日获利：42.55% 重庆路桥(600063) 2007-04-20日推荐股票连续21个交易日获利：52.46% 深振业 A(000006) 2007-04-25日推荐股票连续16个交易日获利：48.12% 杭萧钢构(600477) 2007-05-08日推荐股票连续12个交易日获利：151.9% 群号码： *以下股票群发布信息相同，只需加一个即可。 *以下群为普通群，每个交易日9：25在""群空间""发布重点推荐，在""群空间论坛""内查看，群空间打不开请及时下载安装2007最新版QQ软件。 机构热点 39670159 短线王牌 33927518 短线投资 39670959 短线是金 21842240 财源滚滚 39662286 私募基金 39662507 黑马论坛 39662617 机构内参 39015595 财富天空 37764405 黄金满城 19119070 长阳时代 37769030 K 线狂飙 15810715 波段之王 36215920 短线高手 36215051 红旗在线 33539105 妙手回春 36216760 总群主QQ号码：357536139 长江 欢迎加群！！！证券,股票,基金,债券,期货,投资,证券,股票,股票查询,基金查询, 证券,股票,基金,债券,期货,投资,证券,股票,证券,股票,证券,股票证券,股票,基金,理财,黄金,港股,期货, 股票,基金,理财,黄金,港股,期货,证券,股票,基金,债券,期货,投资.★★★★★ 想月赚40%就请加本群！！实力铸就成功！！！总群主QQ号码：357536139 长江 欢迎加群！！！总群主博客：http://blog.sina.com.cn/changjiangzixun",closed,jacob,,Uncategorized
4602,2007-06-17 07:48:43,2007-06-17 08:23:14,kmetaxas@…,truncatewords_html thinks <br/> is an open tag and turns it to </br/> which is an invalid.,closed,adrian,,Template system
4603,2007-06-17 08:18:29,2007-06-17 16:30:15,Jonas,Psycopg2 - error setting time zone,closed,adrian,,"Database layer (models, ORM)"
4604,2007-06-17 12:55:46,2011-09-28 09:12:23,Sean Patrick Hogan <sp.hogan@…>,session-based messages,closed,tobias,Uncategorized,Contrib apps
4605,2007-06-17 14:15:45,2007-12-01 11:31:08,anonymous,Raw SQL DB API docs should mention transaction.commit_unless_managed(),closed,nobody,,Documentation
4606,2007-06-17 16:22:16,2007-06-17 16:24:59,Matthias Pronk <django@…>,newforms-admin: Admin inserts '' (two apostrophes) instead of NULL into a CharField with null=True,closed,adrian,,contrib.admin
4607,2007-06-17 17:24:44,2007-06-22 20:18:23,SmileyChris,Django is always using Python 2.3 fallback methods,closed,adrian,,Core (Other)
4608,2007-06-18 05:16:38,2007-08-24 04:41:27,anonymous,Make it really easy to add custom CSS to the admin site,closed,adrian,,contrib.admin
4609,2007-06-18 05:20:04,2008-08-17 05:21:46,Yaggo,Content type names are not translated in Recent Actions listing,closed,nobody,,contrib.admin
4610,2007-06-18 06:20:32,2007-06-19 23:03:52,ubernostrum,docs/install.txt could do a better job telling people to skip the Apache step,closed,jacob,,Documentation
4611,2007-06-18 07:20:28,2007-08-11 04:06:00,David Larlet <larlet@…>,"The permission_required decorator is in 0.96, not anymore in development version",closed,jacob,,Documentation
4612,2007-06-18 07:46:23,2007-07-12 23:58:24,gpd@…,"Since change [5482], SQL queries that occur in the templates no longer appear in connection.queries",closed,adrian,,Template system
4613,2007-06-18 08:02:13,2007-06-19 01:47:06,boobsd@…,KeyError in sessions after changeset 5482 with newforms,closed,adrian,,Forms
4614,2007-06-18 10:10:21,2007-06-29 19:32:08,fero <luca.ferroni@…>,SortedDictFromList pop,closed,adrian,,Forms
4615,2007-06-18 12:42:53,2011-10-09 05:44:57,simeonf@…,"Part 4 of tutorial leaves ""vote"" view in broken state due to reverse lookup on deleted view",closed,jacob,,Documentation
4616,2007-06-18 13:48:07,2007-09-14 12:19:35,fero <luca.ferroni@…>,Widgets should be able to rendered separately,closed,nobody,,Forms
4617,2007-06-18 14:02:46,2011-08-12 07:15:42,cbrand@…,permission_required decorator behaviour is odd,closed,ctrochalakis,Bug,contrib.auth
4618,2007-06-18 15:45:20,2007-06-19 23:01:16,cephelo@…,contrib.redirects has a small error in new_path handling,closed,adrian,,Contrib apps
4619,2007-06-18 18:25:25,2007-11-30 13:04:50,evan <at> binarymanipulations <dot> com,Generic Views: Inconsistancy of context variable for date_based views.,closed,nobody,,Generic views
4620,2007-06-18 21:19:33,2008-03-21 07:45:12,Bill Fenner <fenner@…>,Custom labels for choices in ModelChoiceField,closed,jacob,,Forms
4621,2007-06-19 05:44:35,2007-09-16 12:48:03,bionic@…,trouble on empty classes/tables in the admininterface,closed,nobody,,contrib.admin
4622,2007-06-19 07:20:00,2007-08-11 19:15:36,Bill Fenner <fenner@…>,SelectDateWidget doesn't accept its as_hidden rendering,closed,adrian,,Forms
4623,2007-06-19 09:36:41,2007-09-14 14:17:21,cellmap@…,"Needs newforms description of how to ""do form processing""",closed,nobody,,Documentation
4624,2007-06-19 09:56:41,2011-09-28 09:12:17,reza@…,Persian translation,closed,mtredinnick,,Translations
4625,2007-06-19 12:53:16,2007-06-22 01:39:51,(removed),NodeBase metaclass check logic is faulty,closed,adrian,,Template system
4626,2007-06-19 14:32:29,2008-03-21 05:37:00,bennydaon@…,pass the context to extra_context functions,closed,nobody,,Generic views
4627,2007-06-19 20:04:23,2011-10-09 05:44:57,Paul Bx <pb@…>,"""Distributions"" page should mention MacPorts",closed,jacob,,Documentation
4628,2007-06-19 21:19:13,2007-06-19 22:27:39,pgrimes@…,wrong HttpResponseRedirect parameters,closed,jacob,,Documentation
4629,2007-06-19 22:03:59,2007-06-19 23:11:28,Matthew Flanagan <mattimustang@…>,newforms-admin: raw_id_admin and inlines don't work together,closed,adrian,,contrib.admin
